time,G(i) (Globalstrahlung),H_sun (Sonnenscheindauer in min),T2m (Temperatur),WS10m (Windgeschwindigkeit)
20230208:0110,0.0,0.0,-2.4,2.34
20230208:0210,0.0,0.0,-2.65,2.28
20230208:0310,0.0,0.0,-2.85,2.28
20230208:0410,0.0,0.0,-2.84,2.34
20230208:0510,0.0,0.0,-2.86,2.34
20230208:0610,0.0,0.0,-2.99,2.28
20230208:0710,0.0,0.0,-2.85,2.48
20230208:0810,351.99,9.08,-1.8,2.41
20230208:0910,612.17,15.83,0.59,2.41
20230208:1010,742.18,20.83,2.37,2.9
20230208:1110,861.6,23.6,3.66,2.9
20230208:1210,816.23,23.84,4.44,2.76
20230208:1310,764.45,21.52,4.8,2.69
20230208:1410,637.24,16.9,4.85,2.62
20230208:1510,375.13,10.44,4.27,2.07
20230208:1610,7.33,2.61,2.61,2.48
20230208:1710,0.0,0.0,0.67,2.76
20230208:1810,0.0,0.0,-0.29,2.83
20230208:1910,0.0,0.0,-0.09,3.52
20230208:2010,0.0,0.0,-0.23,3.79
20230208:2110,0.0,0.0,-0.34,3.72
20230208:2210,0.0,0.0,-0.65,3.17
20230208:2310,0.0,0.0,-1.13,2.76
20230209:0010,0.0,0.0,-1.6,2.76
20230209:0110,0.0,0.0,-1.97,2.69
20230209:0210,0.0,0.0,-2.3,2.55
20230209:0310,0.0,0.0,-2.7,2.34
20230209:0410,0.0,0.0,-3.19,2.21
20230209:0510,0.0,0.0,-3.52,2.28
20230209:0610,0.0,0.0,-3.56,2.55
20230209:0710,0.0,0.0,-3.65,2.55
20230209:0810,263.73,9.34,-3.0,2.07
20230209:0910,543.97,16.12,-0.73,1.79
20230209:1010,656.92,21.13,1.16,1.38
20230209:1110,606.81,23.92,2.71,1.24
20230209:1210,617.8,24.16,3.75,1.59
20230209:1310,542.04,21.84,4.49,1.72
20230209:1410,412.17,17.2,4.84,1.52
20230209:1510,233.75,10.72,4.56,0.9
20230209:1610,7.33,2.88,3.66,0.76
20230209:1710,0.0,0.0,2.0,1.17
20230209:1810,0.0,0.0,-0.46,1.66
20230209:1910,0.0,0.0,-1.85,2.0
20230209:2010,0.0,0.0,-2.18,2.0
20230209:2110,0.0,0.0,-1.87,2.0
20230209:2210,0.0,0.0,-0.95,1.93
20230209:2310,0.0,0.0,0.49,1.79
20230210:0010,0.0,0.0,1.08,1.86
20230210:0110,0.0,0.0,1.41,1.79
20230210:0210,0.0,0.0,1.54,1.66
20230210:0310,0.0,0.0,1.58,1.66
20230210:0410,0.0,0.0,1.26,1.72
20230210:0510,0.0,0.0,1.13,1.72
20230210:0610,0.0,0.0,0.97,1.79
20230210:0710,0.0,0.0,0.18,1.86
20230210:0810,288.03,9.61,0.4,1.45
20230210:0910,136.73,16.41,2.35,1.45
20230210:1010,647.78,21.44,3.62,1.93
20230210:1110,526.95,24.24,4.84,2.21
20230210:1210,327.31,24.49,6.01,2.9
20230210:1310,544.33,22.15,6.66,3.31
20230210:1410,513.01,17.51,6.78,3.31
20230210:1510,270.33,11.01,6.51,2.76
20230210:1610,10.99,3.15,5.96,2.41
20230210:1710,0.0,0.0,4.82,2.34
20230210:1810,0.0,0.0,4.29,2.48
20230210:1910,0.0,0.0,4.14,2.9
20230210:2010,0.0,0.0,4.39,3.03
20230210:2110,0.0,0.0,3.98,2.69
20230210:2210,0.0,0.0,3.57,2.28
20230210:2310,0.0,0.0,3.38,2.34
20230211:0010,0.0,0.0,3.59,2.62
20230211:0110,0.0,0.0,3.37,2.83
20230211:0210,0.0,0.0,3.31,2.97
20230211:0310,0.0,0.0,3.04,2.9
20230211:0410,0.0,0.0,3.2,2.83
20230211:0510,0.0,0.0,3.34,2.83
20230211:0610,0.0,0.0,3.66,2.76
20230211:0710,0.92,1.81,3.77,2.55
20230211:0810,78.36,9.89,4.35,2.62
20230211:0910,46.7,16.7,5.0,2.34
20230211:1010,60.44,21.75,5.59,2.83
20230211:1110,64.1,24.56,6.08,3.17
20230211:1210,63.19,24.81,6.5,2.76
20230211:1310,100.73,22.47,6.78,2.62
20230211:1410,49.45,17.81,7.01,2.62
20230211:1510,70.89,11.3,7.03,2.83
20230211:1610,4.58,3.42,6.83,2.55
20230211:1710,0.0,0.0,6.51,2.48
20230211:1810,0.0,0.0,6.35,2.34
20230211:1910,0.0,0.0,5.9,2.21
20230211:2010,0.0,0.0,5.89,2.07
20230211:2110,0.0,0.0,5.76,2.07
20230211:2210,0.0,0.0,5.78,1.93
20230211:2310,0.0,0.0,5.71,1.79
20230212:0010,0.0,0.0,5.7,1.52
20230212:0110,0.0,0.0,5.55,1.31
20230212:0210,0.0,0.0,5.47,1.03
20230212:0310,0.0,0.0,5.38,0.97
20230212:0410,0.0,0.0,5.29,0.97
20230212:0510,0.0,0.0,5.18,0.9
20230212:0610,0.0,0.0,5.1,0.83
20230212:0710,1.83,2.08,4.83,0.48
20230212:0810,81.61,10.17,5.18,0.21
20230212:0910,108.32,17.0,5.65,0.14
20230212:1010,109.66,22.07,6.28,0.07
20230212:1110,160.82,24.89,7.14,0.28
20230212:1210,140.41,25.15,7.87,0.34
20230212:1310,170.18,22.79,8.65,0.62
20230212:1410,79.67,18.12,9.28,0.9
20230212:1510,41.21,11.59,9.33,0.97
20230212:1610,4.58,3.7,8.98,1.03
20230212:1710,0.0,0.0,8.03,1.45
20230212:1810,0.0,0.0,7.03,1.86
20230212:1910,0.0,0.0,6.86,1.66
20230212:2010,0.0,0.0,6.44,2.0
20230212:2110,0.0,0.0,6.26,2.21
20230212:2210,0.0,0.0,6.25,2.28
20230212:2310,0.0,0.0,6.16,2.21
20230213:0010,0.0,0.0,6.05,2.14
20230213:0110,0.0,0.0,5.87,2.14
20230213:0210,0.0,0.0,5.77,2.28
20230213:0310,0.0,0.0,5.6,2.34
20230213:0410,0.0,0.0,5.27,2.34
20230213:0510,0.0,0.0,4.62,2.41
20230213:0610,0.0,0.0,4.35,2.48
20230213:0710,6.41,2.34,4.15,2.69
20230213:0810,371.17,10.46,4.52,2.69
20230213:0910,622.44,17.3,6.06,2.76
20230213:1010,743.58,22.39,7.8,2.97
20230213:1110,828.86,25.23,9.26,2.9
20230213:1210,808.35,25.48,10.38,2.9
20230213:1310,759.49,23.12,11.1,2.76
20230213:1410,600.88,18.43,11.42,2.69
20230213:1510,389.7,11.88,11.19,2.48
20230213:1610,26.36,3.97,9.96,2.41
20230213:1710,0.0,0.0,8.01,2.83
20230213:1810,0.0,0.0,6.72,2.97
20230213:1910,0.0,0.0,6.72,2.97
20230213:2010,0.0,0.0,5.98,2.9
20230213:2110,0.0,0.0,5.3,2.76
20230213:2210,0.0,0.0,4.72,2.69
20230213:2310,0.0,0.0,4.15,2.55
20230214:0010,0.0,0.0,3.57,2.48
20230214:0110,0.0,0.0,3.04,2.41
20230214:0210,0.0,0.0,2.55,2.34
20230214:0310,0.0,0.0,2.13,2.41
20230214:0410,0.0,0.0,1.84,2.48
20230214:0510,0.0,0.0,1.58,2.55
20230214:0610,0.0,0.0,1.39,2.62
20230214:0710,8.24,2.62,1.49,2.83
20230214:0810,381.83,10.75,2.31,2.69
20230214:0910,612.79,17.61,4.05,2.69
20230214:1010,759.76,22.72,6.37,2.76
20230214:1110,845.71,25.56,8.4,2.62
20230214:1210,825.56,25.82,9.92,2.34
20230214:1310,770.77,23.45,10.92,2.14
20230214:1410,615.03,18.74,11.36,2.14
20230214:1510,400.59,12.17,11.21,2.14
20230214:1610,29.58,4.25,9.93,2.34
20230214:1710,0.0,0.0,7.89,2.76
20230214:1810,0.0,0.0,6.47,2.83
20230214:1910,0.0,0.0,4.95,3.17
20230214:2010,0.0,0.0,4.21,3.1
20230214:2110,0.0,0.0,3.61,2.97
20230214:2210,0.0,0.0,3.08,2.83
20230214:2310,0.0,0.0,2.6,2.76
20230215:0010,0.0,0.0,2.15,2.62
20230215:0110,0.0,0.0,1.8,2.55
20230215:0210,0.0,0.0,1.44,2.48
20230215:0310,0.0,0.0,1.11,2.48
20230215:0410,0.0,0.0,0.84,2.55
20230215:0510,0.0,0.0,0.67,2.62
20230215:0610,0.0,0.0,0.64,2.76
20230215:0710,10.99,2.9,0.57,3.24
20230215:0810,374.98,11.04,1.66,3.17
20230215:0910,619.38,17.93,4.03,3.31
20230215:1010,713.51,23.05,6.76,3.24
20230215:1110,828.19,25.9,9.22,3.1
20230215:1210,816.04,26.16,11.16,2.76
20230215:1310,755.18,23.78,12.43,2.14
20230215:1410,591.13,19.05,13.03,1.79
20230215:1510,280.57,12.46,12.92,1.59
20230215:1610,24.59,4.52,11.61,2.21
20230215:1710,0.0,0.0,9.29,2.62
20230215:1810,0.0,0.0,7.71,2.55
20230215:1910,0.0,0.0,6.31,2.69
20230215:2010,0.0,0.0,5.48,2.55
20230215:2110,0.0,0.0,4.73,2.41
20230215:2210,0.0,0.0,4.09,2.21
20230215:2310,0.0,0.0,3.24,2.14
20230216:0010,0.0,0.0,2.32,2.14
20230216:0110,0.0,0.0,1.49,2.07
20230216:0210,0.0,0.0,0.84,2.14
20230216:0310,0.0,0.0,0.4,2.14
20230216:0410,0.0,0.0,0.05,2.21
20230216:0510,0.0,0.0,-0.1,2.28
20230216:0610,0.0,0.0,-0.1,2.28
20230216:0710,2.75,3.18,0.3,2.69
20230216:0810,195.94,11.34,2.43,2.62
20230216:0910,400.79,18.24,5.45,2.48
20230216:1010,127.58,23.38,7.58,2.55
20230216:1110,75.09,26.25,9.24,2.69
20230216:1210,57.69,26.5,10.42,2.76
20230216:1310,84.25,24.11,10.41,2.34
20230216:1410,357.65,19.37,10.05,2.55
20230216:1510,303.85,12.76,10.04,2.62
20230216:1610,29.51,4.8,9.94,2.83
20230216:1710,0.0,0.0,9.24,2.76
20230216:1810,0.0,0.0,8.86,2.83
20230216:1910,0.0,0.0,8.52,3.24
20230216:2010,0.0,0.0,8.47,3.52
20230216:2110,0.0,0.0,8.36,3.66
20230216:2210,0.0,0.0,8.62,3.79
20230216:2310,0.0,0.0,8.91,3.93
20230217:0010,0.0,0.0,9.09,4.07
20230217:0110,0.0,0.0,9.14,4.14
20230217:0210,0.0,0.0,9.18,4.21
20230217:0310,0.0,0.0,9.14,4.28
20230217:0410,0.0,0.0,9.11,4.41
20230217:0510,0.0,0.0,9.03,4.55
20230217:0610,0.0,0.0,8.93,4.55
20230217:0710,2.75,3.47,9.47,4.97
20230217:0810,34.8,11.64,9.77,5.24
20230217:0910,127.55,18.56,10.31,5.45
20230217:1010,476.11,23.72,11.01,6.21
20230217:1110,235.62,26.6,11.68,6.41
20230217:1210,347.93,26.85,12.53,7.03
20230217:1310,479.19,24.45,12.8,7.17
20230217:1410,237.31,19.68,12.99,7.17
20230217:1510,110.16,13.06,12.23,6.62
20230217:1610,13.74,5.08,11.22,6.14
20230217:1710,0.0,0.0,10.51,5.66
20230217:1810,0.0,0.0,10.07,5.38
20230217:1910,0.0,0.0,10.01,5.38
20230217:2010,0.0,0.0,9.85,5.1
20230217:2110,0.0,0.0,9.74,4.9
20230217:2210,0.0,0.0,9.69,4.69
20230217:2310,0.0,0.0,9.67,4.62
20230218:0010,0.0,0.0,9.61,4.55
20230218:0110,0.0,0.0,9.65,4.48
20230218:0210,0.0,0.0,9.59,4.41
20230218:0310,0.0,0.0,9.59,4.28
20230218:0410,0.0,0.0,9.63,4.55
20230218:0510,0.0,0.0,9.62,5.17
20230218:0610,0.0,0.0,9.61,5.79
20230218:0710,11.9,3.76,9.44,6.0
20230218:0810,42.12,11.95,9.32,6.48
20230218:0910,47.62,18.89,9.17,6.62
20230218:1010,81.5,24.06,9.46,6.55
20230218:1110,66.85,26.95,10.02,7.79
20230218:1210,66.85,27.2,10.08,7.59
20230218:1310,32.05,24.78,9.58,6.14
20230218:1410,37.55,20.0,9.44,5.66
20230218:1510,43.96,13.35,9.39,5.38
20230218:1610,10.07,5.36,9.39,5.03
20230218:1710,0.0,0.0,9.34,4.83
20230218:1810,0.0,0.0,9.37,4.62
20230218:1910,0.0,0.0,8.98,4.41
20230218:2010,0.0,0.0,8.98,4.28
20230218:2110,0.0,0.0,8.94,4.21
20230218:2210,0.0,0.0,8.94,4.55
20230218:2310,0.0,0.0,8.95,4.83
20230219:0010,0.0,0.0,8.93,5.03
20230219:0110,0.0,0.0,8.94,5.45
20230219:0210,0.0,0.0,8.77,5.66
20230219:0310,0.0,0.0,8.68,5.93
20230219:0410,0.0,0.0,8.81,5.86
20230219:0510,0.0,0.0,8.74,5.72
20230219:0610,0.0,0.0,8.3,5.59
20230219:0710,9.16,4.06,7.9,4.9
20230219:0810,40.29,12.26,7.95,4.76
20230219:0910,219.78,19.22,8.07,4.48
20230219:1010,32.05,24.4,8.41,4.34
20230219:1110,127.29,27.3,8.81,4.34
20230219:1210,117.22,27.55,9.57,4.69
20230219:1310,57.69,25.12,9.56,3.93
20230219:1410,62.27,20.32,9.53,4.34
20230219:1510,67.67,13.65,9.44,3.38
20230219:1610,15.57,5.64,8.79,2.76
20230219:1710,0.0,0.0,8.2,2.76
20230219:1810,0.0,0.0,7.8,2.97
20230219:1910,0.0,0.0,7.26,3.66
20230219:2010,0.0,0.0,6.85,3.38
20230219:2110,0.0,0.0,6.59,3.24
20230219:2210,0.0,0.0,5.95,2.83
20230219:2310,0.0,0.0,5.38,2.69
20230220:0010,0.0,0.0,5.11,2.76
20230220:0110,0.0,0.0,4.8,2.62
20230220:0210,0.0,0.0,4.53,2.62
20230220:0310,0.0,0.0,4.36,2.83
20230220:0410,0.0,0.0,4.49,3.03
20230220:0510,0.0,0.0,4.44,3.31
20230220:0610,0.0,0.0,4.41,3.45
20230220:0710,22.86,4.36,4.19,3.59
20230220:0810,119.21,12.58,5.11,3.86
20230220:0910,643.54,19.55,6.37,4.55
20230220:1010,688.08,24.75,7.31,4.76
20230220:1110,343.63,27.66,8.21,4.76
20230220:1210,851.91,27.91,9.28,4.76
20230220:1310,632.26,25.47,9.93,4.48
20230220:1410,585.49,20.64,10.67,4.62
20230220:1510,434.38,13.95,10.49,4.69
20230220:1610,160.95,5.92,9.88,4.07
20230220:1710,0.0,0.0,8.95,3.52
20230220:1810,0.0,0.0,8.35,3.38
20230220:1910,0.0,0.0,7.61,3.38
20230220:2010,0.0,0.0,7.52,3.45
20230220:2110,0.0,0.0,7.51,3.52
20230220:2210,0.0,0.0,7.37,3.45
20230220:2310,0.0,0.0,7.0,3.24
20230221:0010,0.0,0.0,6.92,3.17
20230221:0110,0.0,0.0,6.7,2.97
20230221:0210,0.0,0.0,6.57,2.76
20230221:0310,0.0,0.0,6.28,2.55
20230221:0410,0.0,0.0,6.31,2.41
20230221:0510,0.0,0.0,6.31,2.21
20230221:0610,0.0,0.0,6.13,1.93
20230221:0710,8.24,4.66,6.13,1.38
20230221:0810,79.96,12.9,6.39,1.38
20230221:0910,85.16,19.89,6.9,1.52
20230221:1010,124.99,25.11,7.58,1.52
20230221:1110,135.53,28.02,8.57,1.17
20230221:1210,414.2,28.27,9.2,0.55
20230221:1310,731.63,25.81,10.03,0.34
20230221:1410,605.28,20.97,10.72,0.34
20230221:1510,429.85,14.25,11.18,0.48
20230221:1610,170.16,6.2,11.17,0.14
20230221:1710,0.0,0.0,9.96,1.24
20230221:1810,0.0,0.0,7.83,1.66
20230221:1910,0.0,0.0,6.15,1.38
20230221:2010,0.0,0.0,6.04,0.97
20230221:2110,0.0,0.0,5.62,0.9
20230221:2210,0.0,0.0,3.95,1.38
20230221:2310,0.0,0.0,2.74,1.79
20230222:0010,0.0,0.0,2.82,2.07
20230222:0110,0.0,0.0,2.73,2.28
20230222:0210,0.0,0.0,2.9,2.41
20230222:0310,0.0,0.0,3.02,2.48
20230222:0410,0.0,0.0,2.97,2.48
20230222:0510,0.0,0.0,2.71,2.48
20230222:0610,0.0,0.0,2.52,2.48
20230222:0710,32.06,4.97,2.68,2.55
20230222:0810,326.28,13.22,4.41,2.41
20230222:0910,381.9,20.23,6.62,2.48
20230222:1010,604.5,25.46,8.86,2.69
20230222:1110,759.54,28.38,10.8,2.69
20230222:1210,645.25,28.63,12.34,2.28
20230222:1310,278.6,26.16,13.46,1.59
20230222:1410,432.84,21.29,13.68,0.76
20230222:1510,134.65,14.55,13.55,0.76
20230222:1610,83.35,6.49,12.89,1.45
20230222:1710,0.0,0.0,11.56,1.59
20230222:1810,0.0,0.0,10.41,1.66
20230222:1910,0.0,0.0,9.44,1.59
20230222:2010,0.0,0.0,9.29,2.0
20230222:2110,0.0,0.0,9.12,2.07
20230222:2210,0.0,0.0,8.84,1.79
20230222:2310,0.0,0.0,8.58,1.38
20230223:0010,0.0,0.0,8.0,0.97
20230223:0110,0.0,0.0,8.2,0.62
20230223:0210,0.0,0.0,8.05,0.62
20230223:0310,0.0,0.0,7.79,0.83
20230223:0410,0.0,0.0,7.78,1.1
20230223:0510,0.0,0.0,7.71,1.17
20230223:0610,0.0,0.0,7.6,1.1
20230223:0710,17.4,5.28,7.71,1.38
20230223:0810,80.49,13.54,7.67,1.38
20230223:0910,88.83,20.57,7.9,1.38
20230223:1010,62.27,25.82,7.95,1.52
20230223:1110,56.78,28.75,7.96,1.93
20230223:1210,46.7,28.99,7.97,2.21
20230223:1310,58.61,26.5,7.95,2.28
20230223:1410,70.51,21.62,8.12,2.62
20230223:1510,45.79,14.85,8.02,2.48
20230223:1610,11.9,6.77,7.8,2.07
20230223:1710,0.0,0.0,7.55,1.79
20230223:1810,0.0,0.0,7.36,1.52
20230223:1910,0.0,0.0,7.17,1.93
20230223:2010,0.0,0.0,6.98,2.0
20230223:2110,0.0,0.0,6.81,2.07
20230223:2210,0.0,0.0,6.58,1.86
20230223:2310,0.0,0.0,6.34,1.72
20230224:0010,0.0,0.0,6.19,1.86
20230224:0110,0.0,0.0,5.93,1.79
20230224:0210,0.0,0.0,5.7,1.72
20230224:0310,0.0,0.0,5.32,1.72
20230224:0410,0.0,0.0,4.97,1.93
20230224:0510,0.0,0.0,4.6,2.0
20230224:0610,0.0,0.0,4.17,2.07
20230224:0710,48.23,5.6,3.68,2.0
20230224:0810,43.96,13.87,3.62,1.86
20230224:0910,158.86,20.92,4.02,2.9
20230224:1010,173.02,26.18,4.54,4.0
20230224:1110,121.79,29.12,4.75,4.34
20230224:1210,105.31,29.36,4.89,4.55
20230224:1310,59.52,26.85,4.68,4.69
20230224:1410,74.18,21.94,3.87,4.41
20230224:1510,57.69,15.16,3.62,4.55
20230224:1610,67.32,7.05,3.81,4.55
20230224:1710,0.0,0.0,4.18,4.62
20230224:1810,0.0,0.0,4.42,4.76
20230224:1910,0.0,0.0,4.41,5.24
20230224:2010,0.0,0.0,4.16,4.9
20230224:2110,0.0,0.0,3.65,4.55
20230224:2210,0.0,0.0,3.25,4.41
20230224:2310,0.0,0.0,2.71,4.21
20230225:0010,0.0,0.0,2.49,4.34
20230225:0110,0.0,0.0,2.28,4.28
20230225:0210,0.0,0.0,2.0,4.14
20230225:0310,0.0,0.0,1.82,4.0
20230225:0410,0.0,0.0,1.95,4.14
20230225:0510,0.0,0.0,2.03,4.14
20230225:0610,0.0,0.0,1.99,4.0
20230225:0710,63.54,5.92,2.2,4.28
20230225:0810,121.09,14.21,2.69,4.55
20230225:0910,165.58,21.27,3.15,3.86
20230225:1010,237.61,26.55,4.05,3.66
20230225:1110,70.51,29.49,5.0,3.72
20230225:1210,839.3,29.72,5.79,4.0
20230225:1310,388.12,27.2,6.09,4.48
20230225:1410,413.91,22.27,5.73,4.97
20230225:1510,483.78,15.46,5.31,5.17
20230225:1610,211.45,7.33,4.63,4.41
20230225:1710,0.0,0.0,3.63,3.93
20230225:1810,0.0,0.0,2.69,3.59
20230225:1910,0.0,0.0,1.45,3.45
20230225:2010,0.0,0.0,0.73,2.97
20230225:2110,0.0,0.0,0.08,2.69
20230225:2210,0.0,0.0,-0.48,2.55
20230225:2310,0.0,0.0,-0.96,2.62
20230226:0010,0.0,0.0,-1.27,2.69
20230226:0110,0.0,0.0,-1.37,2.69
20230226:0210,0.0,0.0,-1.73,2.69
20230226:0310,0.0,0.0,-2.0,2.76
20230226:0410,0.0,0.0,-2.19,2.9
20230226:0510,0.0,0.0,-2.28,3.1
20230226:0610,0.0,0.0,-2.35,3.24
20230226:0710,192.89,6.24,-2.22,3.17
20230226:0810,488.82,14.54,-0.99,4.0
20230226:0910,685.69,21.62,0.31,5.17
20230226:1010,662.51,26.92,1.43,5.38
20230226:1110,346.17,29.87,2.14,5.52
20230226:1210,629.42,30.09,2.64,5.45
20230226:1310,564.5,27.55,2.86,5.52
20230226:1410,653.02,22.6,3.01,5.52
20230226:1510,484.43,15.76,2.97,5.31
20230226:1610,231.7,7.62,2.63,4.41
20230226:1710,0.0,0.0,1.84,3.79
20230226:1810,0.0,0.0,0.82,3.45
20230226:1910,0.0,0.0,0.14,2.76
20230226:2010,0.0,0.0,-0.54,2.48
20230226:2110,0.0,0.0,-1.2,2.34
20230226:2210,0.0,0.0,-1.73,2.41
20230226:2310,0.0,0.0,-2.09,2.48
20230227:0010,0.0,0.0,-2.32,2.48
20230227:0110,0.0,0.0,-2.52,2.48
20230227:0210,0.0,0.0,-2.69,2.41
20230227:0310,0.0,0.0,-2.88,2.34
20230227:0410,0.0,0.0,-3.07,2.21
20230227:0510,0.0,0.0,-3.36,2.14
20230227:0610,0.0,0.0,-3.59,2.07
20230227:0710,197.86,6.56,-3.46,2.07
20230227:0810,493.34,14.88,-1.13,2.0
20230227:0910,719.45,21.98,0.87,2.83
20230227:1010,881.25,27.29,2.37,4.14
20230227:1110,961.95,30.25,3.31,4.21
20230227:1210,907.69,30.46,3.8,4.07
20230227:1310,881.03,27.91,4.11,4.14
20230227:1410,680.21,22.92,3.98,4.21
20230227:1510,466.53,16.07,3.53,3.79
20230227:1610,169.06,7.9,3.06,3.52
20230227:1710,0.0,0.0,1.94,3.24
20230227:1810,0.0,0.0,1.02,3.17
20230227:1910,0.0,0.0,0.71,2.69
20230227:2010,0.0,0.0,-0.06,2.55
20230227:2110,0.0,0.0,-0.85,2.48
20230227:2210,0.0,0.0,-1.31,2.48
20230227:2310,0.0,0.0,-1.66,2.48
20230228:0010,0.0,0.0,-1.92,2.41
20230228:0110,0.0,0.0,-2.19,2.34
20230228:0210,0.0,0.0,-2.44,2.41
20230228:0310,0.0,0.0,-2.62,2.41
20230228:0410,0.0,0.0,-2.76,2.41
20230228:0510,0.0,0.0,-2.87,2.48
20230228:0610,0.0,0.0,-2.97,2.48
20230228:0710,205.81,6.89,-2.62,2.55
20230228:0810,497.74,15.23,-0.66,2.41
20230228:0910,712.99,22.34,1.32,3.17
20230228:1010,872.25,27.66,2.56,3.72
20230228:1110,933.12,30.63,3.57,4.07
20230228:1210,864.47,30.84,4.37,4.07
20230228:1310,896.53,28.26,4.9,3.93
20230228:1410,741.12,23.25,4.97,3.72
20230228:1510,509.5,16.37,4.77,3.38
20230228:1610,206.23,8.18,4.06,2.55
20230228:1710,0.0,0.0,2.4,2.55
20230228:1810,0.0,0.0,0.94,2.62
20230228:1910,0.0,0.0,0.14,2.28
20230228:2010,0.0,0.0,-0.74,2.28
20230228:2110,0.0,0.0,-1.39,2.34
20230228:2210,0.0,0.0,-1.89,2.28
20230228:2310,0.0,0.0,-2.37,2.14
20230301:0010,0.0,0.0,-2.84,2.07
20230301:0110,0.0,0.0,-3.23,2.07
20230301:0210,0.0,0.0,-3.5,2.07
20230301:0310,0.0,0.0,-3.69,2.07
20230301:0410,0.0,0.0,-3.81,2.14
20230301:0510,0.0,0.0,-3.9,2.14
20230301:0610,0.0,0.0,-3.97,2.14
20230301:0710,194.55,7.22,-3.6,2.14
20230301:0810,443.21,15.57,-1.02,1.93
20230301:0910,654.41,22.7,1.26,2.55
20230301:1010,851.88,28.04,2.86,2.55
20230301:1110,964.33,31.01,4.07,2.41
20230301:1210,911.43,31.21,5.12,2.48
20230301:1310,880.21,28.62,5.84,2.76
20230301:1410,726.8,23.58,6.18,3.24
20230301:1510,492.06,16.67,5.99,3.45
20230301:1610,222.84,8.47,4.91,3.1
20230301:1710,0.0,0.0,2.89,3.03
20230301:1810,0.0,0.0,1.36,2.76
20230301:1910,0.0,0.0,1.11,2.69
20230301:2010,0.0,0.0,0.33,2.41
20230301:2110,0.0,0.0,-0.46,2.28
20230301:2210,0.0,0.0,-1.15,2.28
20230301:2310,0.0,0.0,-1.65,2.21
20230302:0010,0.0,0.0,-2.06,2.07
20230302:0110,0.0,0.0,-2.38,1.93
20230302:0210,0.0,0.0,-2.46,1.72
20230302:0310,0.0,0.0,-2.56,1.66
20230302:0410,0.0,0.0,-2.94,1.79
20230302:0510,0.0,0.0,-3.16,2.0
20230302:0610,0.0,0.0,-3.09,1.93
20230302:0710,199.41,7.56,-2.57,2.0
20230302:0810,475.21,15.92,0.61,1.45
20230302:0910,703.01,23.06,3.29,1.79
20230302:1010,857.09,28.42,5.06,1.79
20230302:1110,942.92,31.39,6.66,1.93
20230302:1210,894.61,31.59,7.87,2.14
20230302:1310,866.73,28.97,8.7,2.41
20230302:1410,718.48,23.91,9.07,2.69
20230302:1510,490.45,16.98,8.89,2.83
20230302:1610,223.13,8.75,7.76,2.62
20230302:1710,0.0,0.0,5.61,2.83
20230302:1810,0.0,0.0,3.76,2.83
20230302:1910,0.0,0.0,3.34,2.76
20230302:2010,0.0,0.0,2.29,2.62
20230302:2110,0.0,0.0,1.25,2.41
20230302:2210,0.0,0.0,0.27,2.14
20230302:2310,0.0,0.0,-0.73,1.93
20230303:0010,0.0,0.0,-1.41,1.66
20230303:0110,0.0,0.0,-2.28,1.72
20230303:0210,0.0,0.0,-2.78,1.72
20230303:0310,0.0,0.0,-2.82,1.59
20230303:0410,0.0,0.0,-2.87,1.52
20230303:0510,0.0,0.0,-2.56,1.79
20230303:0610,0.0,0.0,-2.64,1.93
20230303:0710,43.35,7.9,-1.86,1.72
20230303:0810,85.66,16.27,0.04,2.14
20230303:0910,100.73,23.43,1.2,2.07
20230303:1010,93.41,28.8,2.51,2.14
20230303:1110,212.72,31.78,3.45,2.28
20230303:1210,325.22,31.97,4.41,2.41
20230303:1310,490.8,29.33,4.98,2.83
20230303:1410,602.82,24.24,5.13,3.1
20230303:1510,483.61,17.28,4.79,3.17
20230303:1610,229.86,9.03,4.2,2.97
20230303:1710,0.0,0.0,3.21,2.41
20230303:1810,0.0,0.0,2.04,2.21
20230303:1910,0.0,0.0,1.66,2.0
20230303:2010,0.0,0.0,1.5,1.59
20230303:2110,0.0,0.0,0.82,1.59
20230303:2210,0.0,0.0,0.94,1.45
20230303:2310,0.0,0.0,0.78,1.66
20230304:0010,0.0,0.0,0.7,1.79
20230304:0110,0.0,0.0,0.71,2.0
20230304:0210,0.0,0.0,0.69,2.07
20230304:0310,0.0,0.0,0.83,2.14
20230304:0410,0.0,0.0,0.57,2.21
20230304:0510,0.0,0.0,0.72,2.28
20230304:0610,0.0,0.0,0.88,2.34
20230304:0710,50.6,8.24,0.99,2.28
20230304:0810,58.61,16.63,2.18,2.62
20230304:0910,78.75,23.8,3.38,3.45
20230304:1010,113.55,29.18,4.47,3.66
20230304:1110,178.99,32.17,4.94,3.59
20230304:1210,57.69,32.34,5.04,3.59
20230304:1310,71.43,29.69,5.17,3.72
20230304:1410,58.61,24.57,5.66,4.07
20230304:1510,69.6,17.58,5.9,4.14
20230304:1610,38.46,9.31,5.71,3.52
20230304:1710,0.0,0.0,5.2,3.38
20230304:1810,0.0,0.0,4.44,3.45
20230304:1910,0.0,0.0,4.28,2.9
20230304:2010,0.0,0.0,3.96,2.76
20230304:2110,0.0,0.0,3.49,2.55
20230304:2210,0.0,0.0,3.08,2.34
20230304:2310,0.0,0.0,2.71,2.28
20230305:0010,0.0,0.0,2.52,2.14
20230305:0110,0.0,0.0,2.37,2.07
